name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
ENSCH,ESSENT ENERGY TRADING B.V.,Marssteden 35,7547TE,Enschede,NL,0.0,Natural gas,,,,,52.21397,6.82872,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
ERICA,ESSENT ENERGY TRADING B.V.,Beekweg 12,7887TN,Erica,NL,63.0,Natural gas,,,,,52.69631999999999,6.914110000000001,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Eemscentrale (EC20),ELECTRABEL NEDERLAND NV,Robbenplaatweg 17,9979XL,Eemshaven,NL,131.0,Natural gas,,,,,53.43949,6.86165,49W000000000096H,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Eemscentrale (EC3),ELECTRABEL NEDERLAND NV,Robbenplaatweg 17,9979XL,Eemshaven,NL,359.0,Natural gas,,,,,53.43949,6.86165,49W000000000088G,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Eemscentrale (EC4),ELECTRABEL NEDERLAND NV,Robbenplaatweg 17,9979XL,Eemshaven,NL,359.0,Natural gas,,,,,53.43949,6.86165,49W000000000086K,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Eemscentrale (EC5),ELECTRABEL NEDERLAND NV,Robbenplaatweg 17,9979XL,Eemshaven,NL,361.0,Natural gas,,,,,53.43949,6.86165,49W000000000084O,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Eemscentrale (EC6),ELECTRABEL NEDERLAND NV,Robbenplaatweg 17,9979XL,Eemshaven,NL,359.0,Natural gas,,,,,53.43949,6.86165,49W000000000082S,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Eemscentrale (EC7),ELECTRABEL NEDERLAND NV,Robbenplaatweg 17,9979XL,Eemshaven,NL,360.0,Natural gas,,,,,53.43949,6.86165,49W000000000080W,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
HM12,ESSENT ENERGY TRADING B.V.,Achterdijk 42,5705CB,Helmond,NL,0.0,Natural gas,,,,,51.46341,5.68837,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
HTB,ESSENT ENERGY TRADING B.V.,Zandzuigerstraat 8A,5222AH,'s Hertogenbosch,NL,32.0,Natural gas,,,,,51.70164000000001,5.28009,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
KLAZI,ESSENT ENERGY TRADING B.V.,Zwet 20,7891XJ,Klazienaveen,NL,63.0,Natural gas,,,,,52.73792,7.01368,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
LD12,EON BENELUX,Langegracht 70,2312NV,Leiden,NL,83.0,Natural gas,,,,,52.16385,4.4941900000000015,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
LWE5,NUON,Atoomweg 7-9,3542AA,Utrecht,NL,0.0,Natural gas,,,,,52.10292000000001,5.07137,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
MK11,NUON,Keulsekade 181,3534AC,Utrecht,NL,103.0,Natural gas,,,,,52.10157,5.07982,49W000000000091R,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
MVL380 Centrale Rotterdam 1,GDF SUEZ ENERGIE NEDERLAND NV,Missouriweg 69,3199LB,Maasvlakte Rotterdam,NL,731.0,Hard coal,Steam turbine,,,,51.94496,4.06767,49W000000000078J,Fossil fuels,Hard coal,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Magnum Centrale (10),VATTENFALL,Huibertgatweg 1,9979XZ,Eemshaven,NL,437.0,Natural gas,,,,,53.45149,6.85268,49W000000000044-,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Magnum Centrale (20),VATTENFALL,Huibertgatweg 1,9979XZ,Eemshaven,NL,437.0,Natural gas,,,,,53.45149,6.85268,49W000000000044-,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Magnum Centrale (30),VATTENFALL,Huibertgatweg 1,9979XZ,Eemshaven,NL,437.0,Natural gas,,,,,53.45149,6.85268,49W000000000044-,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Maxima Centrale (FL30),ELECTRABEL NEDERLAND NV,IJsselmeerdijk 101,2881RC,Lelystad,NL,0.0,Natural gas,,,,,52.57753,5.52959,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Maxima Centrale (FL4),ELECTRABEL NEDERLAND NV,IJsselmeerdijk 101,8221RC,Lelystad,NL,435.0,Natural gas,,,,,52.57753,5.52959,49W000000000072V,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Maxima Centrale (FL5),ELECTRABEL NEDERLAND NV,IJsselmeerdijk 101,8221RC,Lelystad,NL,437.0,Natural gas,,,,,52.57753,5.52959,49W000000000074R,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Moerdijk 1,RWE SUPPLY & TRADING NL B.V.,Middenweg 36,4782PM,Moerdijk,NL,348.0,Natural gas,,,,,51.68506,4.58094,49W000000000063W,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Moerdijk 2,RWE SUPPLY & TRADING NL B.V.,Middenweg 36,4782PM,Moerdijk,NL,426.0,Natural gas,,,,,51.68506,4.58094,49W000000000063W,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
PU-1,NUON,Hertzstraat 2,1446TG,Purmerend,NL,67.0,Natural gas,,,,,52.51608,4.99524,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
ROC1,EON BENELUX,Capelseweg 400,3068AX,Rotterdam,NL,24.0,Natural gas,,,,,51.95369,4.5616,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
ROC2,EON BENELUX,Capelseweg 400,3068AX,Rotterdam,NL,24.0,Natural gas,,,,,51.95369,4.5616,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Rijnmond II,PVNED,Petroleumweg 44,3196KD,Rotterdam,NL,428.0,Natural gas,,,,,51.89326,4.34721,49W000000000108-,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Rijnmond1,UNIPER BENELUX N.V.,Petroleumweg/ Haven 3108 46,3196KD,Vondelingenplaat-R'dam,NL,800.0,Natural gas,,,,,,,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
SAL,ESSENT ENERGY TRADING B.V.,Boortorenweg 27,7550BD,Hengelo (O),NL,60.0,Natural gas,,,,,52.24587,6.794789999999999,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Sloecentrale (unit 10),EPZ,Albanieweg 10,4389PR,Ritthem,NL,432.0,Natural gas,,,,,51.44796,3.69252,49W0000000000512,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Sloecentrale (unit 20),EPZ,Albanieweg 10,4389PR,Ritthem,NL,432.0,Natural gas,,,,,51.44796,3.69252,49W0000000000512,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
UCML,EON BENELUX,Coloradoweg 10,3199LA,Rotterdam Maasvlakte,NL,79.0,Natural gas,,,,,51.95861,4.02609,,Fossil fuels,Natural gas,,,,https://www.tennet.org/english/operational_management/export_data.aspx
Willem Alexander Centrale,NUON,Roermondseweg 55,6081NT,Haelen,NL,249.0,Hard coal,Steam turbine,,,,51.22402,5.97085,,Fossil fuels,Hard coal,,,,https://www.tennet.org/english/operational_management/export_data.aspx
corus,CORUS STAAL B.V.,Wenkebachstraat 1,1951JZ,Velsen-Noord,NL,38.0,Other or unspecified energy sources,,,,,52.47708000000001,4.58981,,Other or unspecified energy sources,,,,,https://www.tennet.org/english/operational_management/export_data.aspx
PROVENCE 4 BIOMASSE,,,,,FR,150.0,Biomass and biogas,,,2018.0,,,,17W100P100P03647,Renewable energy,Bioenergy,Biomass and biogas,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
AMFARD14,,,,,FR,130.0,Natural gas,,,2004.0,,,,17W100P100P0353C,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
AMFARD15,,,,,FR,130.0,Natural gas,,,2004.0,,,,17W100P100P03493,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
BLENOD 5,,,,,FR,427.0,Natural gas,,,,,48.86959,6.08377,17W100P100P0243J,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
BOUCHAIN 7,,,,,FR,585.0,Natural gas,,,2017.0,,50.29774000000001,3.31429,17W100P100P0244H,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
COMBIGOLFE,,,,,FR,425.0,Natural gas,,,2010.0,,43.41616,4.86974,17W100P100P0337A,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
CYCOFOS,,,,,FR,428.0,Natural gas,,,2009.0,,43.42801,4.88652,17W100P100P0351G,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
Croix-de-Metz,,,,,FR,413.0,Natural gas,,,2019.0,,48.69336,5.9146800000000015,17W100P100P0340L,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
DK6,,,,,FR,796.0,Natural gas,,,2005.0,,51.04628,2.31835,17W100P100P0350I,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
EMILE HUCHET 7,,,,,FR,413.0,Natural gas,,,2010.0,,49.15412,6.7047,17W100P100P0344D,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
EMILE HUCHET 8,,,,,FR,413.0,Natural gas,,,2010.0,,49.15412,6.7047,17W100P100P0345B,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
FR-GA-MORANT1,,,,,FR,401.0,Natural gas,,,2016.0,,46.27282,3.30095,17W100P100P0318E,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
GENNEVILLIERS 1,,,,,FR,203.0,Natural gas,,,,,48.93699,2.2614400000000003,17W100P100P02667,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
MARTIGUES PONTEAU 5,,,,,FR,465.0,Natural gas,,,,,43.35822,5.02112,17W100P100P0245F,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
MARTIGUES PONTEAU 6,,,,,FR,465.0,Natural gas,,,,,43.35822,5.02112,17W100P100P0246D,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
Pont-sur-Sambre,,,,,FR,412.0,Natural gas,,,2019.0,,50.22915,3.86807,17W100P100P0341J,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
SPEM,,,,,FR,435.0,Natural gas,,,2010.0,,47.30265,-2.14028,17W100P100P0334G,Fossil fuels,Natural gas,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
CORDEMAIS 4,,,,,FR,580.0,Hard coal,Steam turbine,,,,47.27712,-1.88012,17W100P100P0236G,Fossil fuels,Hard coal,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
CORDEMAIS 5,,,,,FR,580.0,Hard coal,Steam turbine,,,,47.27712,-1.88012,17W100P100P0237E,Fossil fuels,Hard coal,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
EMILE HUCHET 6,,,,,FR,595.0,Hard coal,Steam turbine,,1981.0,,49.15412,6.7047,17W100P100P0343F,Fossil fuels,Hard coal,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
HAVRE 4,,,,,FR,580.0,Hard coal,Steam turbine,,,,49.47553,0.14711,17W100P100P0238C,Fossil fuels,Hard coal,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
PROVENCE 5,,,,,FR,595.0,Hard coal,Steam turbine,,1984.0,,46.46883,5.48957,17W100P100P03469,Fossil fuels,Hard coal,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
ARRIGHI 1,,,,,FR,125.0,Oil,,,,,48.79151,2.41593,17W100P100P0255C,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
ARRIGHI 2,,,,,FR,129.0,Oil,,,,,48.79151,2.41593,17W100P100P0256A,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
BRENNILIS 1,,,,,FR,85.0,Oil,,,,,48.35702,-3.870530000000001,17W100P100P02586,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
BRENNILIS 2,,,,,FR,85.0,Oil,,,,,48.35702,-3.870530000000001,17W100P100P0260J,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
BRENNILIS 3,,,,,FR,134.0,Oil,,,,,48.35702,-3.870530000000001,17W100P100P0261H,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
DIRINON 1,,,,,FR,85.0,Oil,,,,,48.39036,-4.263730000000002,17W100P100P0263D,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
DIRINON 2,,,,,FR,85.0,Oil,,,,,48.39036,-4.263730000000002,17W100P100P02659,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
MONTEREAU 5,,,,,FR,185.0,Oil,,,,,48.38045,2.85108,17W100P100P0270G,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
MONTEREAU 6,,,,,FR,185.0,Oil,,,,,48.38045,2.85108,17W100P100P0271E,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
VAIRES 1,,,,,FR,181.0,Oil,,,,,48.87349,2.65533,17W100P100P02675,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
VAIRES 2,,,,,FR,179.0,Oil,,,,,48.87349,2.65533,17W100P100P02683,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
VAIRES 3,,,,,FR,182.0,Oil,,,,,48.87349,2.65533,17W100P100P02691,Fossil fuels,Oil,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
CHEYLAS,,,,,FR,485.0,Hydro,Pumped storage,,,,45.3846,6.00207,17W100P100P0273A,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
COCHE,,,,,FR,384.0,Hydro,Pumped storage,,2019.0,,45.49667,6.5103800000000005,17W100P100P02748,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
GRAND MAISON,,,,,FR,1700.0,Hydro,Pumped storage,,2017.0,,45.20597,6.11719,17W100P100P02756,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
MONTEZIC,,,,,FR,910.0,Hydro,Pumped storage,,,,44.73766,2.64342,17W100P100P02772,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
REVIN,,,,,FR,808.0,Hydro,Pumped storage,,,,49.92556,4.61331,17W100P100P02780,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
SUPER BISSORTE,,,,,FR,742.3,Hydro,Pumped storage,,,,45.1803,6.5797,17W100P100P02764,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
ASTON,,,,,FR,104.0,Hydro,Run-of-river,,,,42.77668,1.67671,17W100P100P0315K,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
AVIGNON,,,,,FR,126.0,Hydro,Run-of-river,,1973.0,,43.97606,4.81721,17W100P100P0326F,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
BAIX LOGIS NEUF 1,,,,,FR,140.0,Hydro,Run-of-river,,1960.0,,44.67605,4.78827,17W100P100P0322N,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
BEAUCHASTEL,,,,,FR,198.0,Hydro,Run-of-river,,1963.0,,44.82397,4.81049,17W100P100P0321P,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
BOURG les VALENCE,,,,,FR,180.0,Hydro,Run-of-river,,1968.0,,44.96128,4.87221,17W100P100P0320R,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
CADEROUSSE,,,,,FR,156.0,Hydro,Run-of-river,,1975.0,,44.09606,4.72329,17W100P100P0325H,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
CHASTANG,,,,,FR,293.0,Hydro,Run-of-river,,,,45.15185,2.00985,17W100P100P0302T,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
COUESQUE,,,,,FR,119.0,Hydro,Run-of-river,,,,44.69609000000001,2.58555,17W100P100P0313O,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
DONZERE MONDRAGON,,,,,FR,348.0,Hydro,Run-of-river,,1952.0,,44.30368,4.74217,17W100P100P0324J,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
FESSENHEIM,,,,,FR,175.0,Hydro,Run-of-river,,,,47.91466,7.57067,17W100P100P0303R,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
FR_LA-MAREGES-P,,,,,FR,150.0,Hydro,Run-of-river,,2018.0,,,,,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
FR_LA-STPIERRE-P,,,,,FR,122.0,Hydro,Run-of-river,,2018.0,,,,,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
GENISSIAT,,,,,FR,420.0,Hydro,Run-of-river,,1948.0,,46.05271,5.81285,17W100P100P0319C,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
GERSTHEIM,,,,,FR,140.5,Hydro,Run-of-river,,,,48.40385,7.72775,17W100P100P0310U,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
HERMILLON,,,,,FR,115.6,Hydro,Run-of-river,,,,45.28424,6.35799,17W100P100P0314M,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
KEMBS,,,,,FR,162.1,Hydro,Run-of-river,,2016.0,,47.65534,7.519589999999999,17W100P100P0307J,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
MARCKOLSHEIM,,,,,FR,156.2,Hydro,Run-of-river,,,,48.15371,7.5898,17W100P100P0305N,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
MONTELIMAR,,,,,FR,295.0,Hydro,Run-of-river,,1957.0,,44.59281,4.72593,17W100P100P0323L,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
OTTMARSHEIM,,,,,FR,156.0,Hydro,Run-of-river,,,,47.77399000000001,7.5224600000000015,17W100P100P0306L,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
PASSY,,,,,FR,104.0,Hydro,Run-of-river,,,,45.91642,6.72592,17W100P100P0316I,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
RANDENS,,,,,FR,124.2,Hydro,Run-of-river,,,,45.52711,6.31996,17W100P100P0312Q,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
RHINAU,,,,,FR,152.0,Hydro,Run-of-river,,2016.0,,48.28412,7.67728,17W100P100P0304P,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
SAINT PIERRE COGNET,,,,,FR,101.0,Hydro,Run-of-river,,,,44.87249,5.7731900000000005,17W100P100P0317G,Renewable energy,Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
